VCN.TO,Daily Ret,Ret Sqd,Est Var,Vol,Est Vol,,,
$25.19,,,,,,,omega,0.00000
$29.65,-0.3378%,0.0013%,0.0014%,0.3608%,0.3802%,,,
$29.64,-0.0615%,0.0001%,0.0015%,0.0845%,0.3891%,,,
$29.42,-0.7414%,0.0058%,0.0015%,0.7644%,0.3817%,,,
$29.37,-0.1552%,0.0003%,0.0020%,0.1781%,0.4428%,,,
$29.46,0.3101%,0.0008%,0.0019%,0.2871%,0.4329%,,,
$29.57,0.3708%,0.0012%,0.0018%,0.3479%,0.4297%,,,
$29.60,0.0925%,0.0000%,0.0019%,0.0695%,0.4312%,,,
$29.75,0.4919%,0.0022%,0.0018%,0.4689%,0.4194%,,,
$29.74,-0.0307%,0.0000%,0.0019%,0.0536%,0.4332%,,,
$29.74,0.0000%,0.0000%,0.0018%,0.0230%,0.4210%,,,
$29.78,0.1533%,0.0002%,0.0017%,0.1303%,0.4096%,,,
$29.65,-0.4297%,0.0020%,0.0016%,0.4527%,0.4013%,,,
$29.64,-0.0461%,0.0000%,0.0017%,0.0691%,0.4161%,,,
$29.53,-0.3854%,0.0017%,0.0016%,0.4084%,0.4057%,,,
$29.77,0.8306%,0.0065%,0.0017%,0.8077%,0.4155%,,,
$29.70,-0.2454%,0.0007%,0.0023%,0.2683%,0.4758%,,,
$29.57,-0.4309%,0.0021%,0.0022%,0.4539%,0.4669%,,,
$29.47,-0.3399%,0.0013%,0.0022%,0.3628%,0.4728%,,,
$29.47,0.0000%,0.0000%,0.0022%,0.0230%,0.4704%,,,
$29.65,0.6171%,0.0035%,0.0021%,0.5941%,0.4545%,,,
$29.81,0.5216%,0.0025%,0.0023%,0.4986%,0.4770%,,,
$29.82,0.0306%,0.0000%,0.0024%,0.0076%,0.4858%,,,
$29.86,0.1223%,0.0001%,0.0022%,0.0993%,0.4686%,,,
$29.86,0.0306%,0.0000%,0.0021%,0.0076%,0.4540%,,,
$29.65,-0.7050%,0.0053%,0.0019%,0.7280%,0.4395%,,,
$29.71,0.1998%,0.0003%,0.0023%,0.1768%,0.4825%,,,
$29.88,0.5663%,0.0030%,0.0022%,0.5433%,0.4687%,,,
$29.88,0.0000%,0.0000%,0.0023%,0.0230%,0.4833%,,,
$29.96,0.2439%,0.0005%,0.0022%,0.2209%,0.4664%,,,
$29.99,0.1217%,0.0001%,0.0021%,0.0988%,0.4560%,,,
$29.96,-0.1217%,0.0002%,0.0020%,0.1447%,0.4425%,,,
$30.00,0.1521%,0.0002%,0.0019%,0.1292%,0.4314%,,,
$30.07,0.2231%,0.0004%,0.0018%,0.2001%,0.4209%,,,
$30.08,0.0305%,0.0000%,0.0017%,0.0076%,0.4142%,,,
$30.21,0.4263%,0.0016%,0.0016%,0.4034%,0.4034%,,,
$30.40,0.6361%,0.0038%,0.0017%,0.6131%,0.4130%,,,
$30.49,0.3015%,0.0008%,0.0020%,0.2785%,0.4450%,,,
$30.37,-0.3921%,0.0017%,0.0019%,0.4151%,0.4399%,,,
$30.30,-0.2421%,0.0007%,0.0020%,0.2650%,0.4457%,,,
$30.31,0.0303%,0.0000%,0.0019%,0.0073%,0.4398%,,,
$30.16,-0.4857%,0.0026%,0.0018%,0.5087%,0.4266%,,,
$30.27,0.3645%,0.0012%,0.0020%,0.3416%,0.4437%,,,
$30.32,0.1515%,0.0002%,0.0020%,0.1285%,0.4430%,,,
$30.43,0.3627%,0.0012%,0.0019%,0.3397%,0.4314%,,,
$30.29,-0.4535%,0.0023%,0.0019%,0.4765%,0.4320%,,,
$30.34,0.1817%,0.0003%,0.0020%,0.1587%,0.4448%,,,
$30.26,-0.2726%,0.0009%,0.0019%,0.2956%,0.4340%,,,
$30.40,0.4539%,0.0019%,0.0019%,0.4310%,0.4312%,,,
$30.38,-0.0604%,0.0001%,0.0019%,0.0834%,0.4397%,,,
$30.43,0.1509%,0.0002%,0.0018%,0.1280%,0.4273%,,,
$30.28,-0.4838%,0.0026%,0.0017%,0.5068%,0.4172%,,,
$30.13,-0.4862%,0.0026%,0.0019%,0.5091%,0.4354%,,,
$30.18,0.1522%,0.0002%,0.0020%,0.1292%,0.4512%,,,
$29.93,-0.8246%,0.0072%,0.0019%,0.8475%,0.4388%,,,
$29.67,-0.8623%,0.0078%,0.0025%,0.8853%,0.5003%,,,
$29.70,0.0928%,0.0000%,0.0031%,0.0698%,0.5546%,,,
$29.51,-0.6511%,0.0045%,0.0028%,0.6740%,0.5321%,,,
$29.03,-1.6306%,0.0273%,0.0030%,1.6536%,0.5521%,,,
$28.53,-1.7541%,0.0316%,0.0054%,1.7771%,0.7370%,,,
$28.56,0.1286%,0.0001%,0.0079%,0.1056%,0.8911%,,,
$28.48,-0.2896%,0.0010%,0.0071%,0.3126%,0.8443%,,,
$27.99,-1.7556%,0.0316%,0.0065%,1.7785%,0.8060%,,,
$27.90,-0.2956%,0.0010%,0.0089%,0.3186%,0.9426%,,,
$28.31,1.4370%,0.0200%,0.0080%,1.4140%,0.8971%,,,
$28.26,-0.1623%,0.0003%,0.0091%,0.1852%,0.9558%,,,
$28.53,0.9375%,0.0084%,0.0082%,0.9145%,0.9058%,,,
$28.63,0.3533%,0.0011%,0.0082%,0.3303%,0.9030%,,,
$28.73,0.3520%,0.0011%,0.0074%,0.3291%,0.8609%,,,
$28.68,-0.1599%,0.0003%,0.0068%,0.1828%,0.8219%,,,
$28.88,0.7015%,0.0046%,0.0061%,0.6786%,0.7813%,,,
$28.87,-0.0636%,0.0001%,0.0059%,0.0865%,0.7708%,,,
$29.12,0.8863%,0.0075%,0.0054%,0.8634%,0.7322%,,,
$29.23,0.3775%,0.0013%,0.0056%,0.3545%,0.7456%,,,
$29.19,-0.1571%,0.0003%,0.0051%,0.1801%,0.7169%,,,
$28.82,-1.2818%,0.0170%,0.0047%,1.3047%,0.6839%,,,
$28.61,-0.7193%,0.0055%,0.0059%,0.7422%,0.7666%,,,
$28.63,0.0642%,0.0000%,0.0058%,0.0412%,0.7634%,,,
$28.92,1.0207%,0.0100%,0.0053%,0.9978%,0.7249%,,,
$28.91,-0.0317%,0.0000%,0.0057%,0.0547%,0.7554%,,,
$28.79,-0.4136%,0.0019%,0.0052%,0.4365%,0.7177%,,,
$28.89,0.3500%,0.0011%,0.0048%,0.3271%,0.6957%,,,
$28.94,0.1587%,0.0002%,0.0045%,0.1358%,0.6698%,,,
$29.04,0.3483%,0.0011%,0.0041%,0.3253%,0.6394%,,,
$29.11,0.2525%,0.0005%,0.0038%,0.2296%,0.6182%,,,
$29.14,0.0945%,0.0001%,0.0035%,0.0716%,0.5946%,,,
$29.18,0.1259%,0.0001%,0.0032%,0.1029%,0.5690%,,,
$29.29,0.3768%,0.0013%,0.0030%,0.3538%,0.5459%,,,
$29.04,-0.8497%,0.0076%,0.0029%,0.8727%,0.5351%,,,
$29.10,0.1895%,0.0003%,0.0034%,0.1665%,0.5807%,,,
$29.22,0.4407%,0.0017%,0.0031%,0.4177%,0.5581%,,,
$28.67,-1.9024%,0.0371%,0.0030%,1.9254%,0.5504%,,,
$28.36,-1.0943%,0.0125%,0.0063%,1.1173%,0.7969%,,,
$28.52,0.5555%,0.0028%,0.0069%,0.5325%,0.8316%,,,
$28.39,-0.4545%,0.0023%,0.0065%,0.4775%,0.8053%,,,
$28.33,-0.2280%,0.0006%,0.0061%,0.2510%,0.7781%,,,
$28.72,1.3927%,0.0188%,0.0055%,1.3698%,0.7426%,,,
$28.44,-1.0021%,0.0105%,0.0068%,1.0251%,0.8235%,,,
$28.38,-0.1951%,0.0005%,0.0071%,0.2181%,0.8430%,,,
$28.33,-0.1629%,0.0003%,0.0064%,0.1858%,0.8017%,,,
$28.72,1.3601%,0.0179%,0.0058%,1.3372%,0.7627%,,,
$28.43,-1.0346%,0.0112%,0.0070%,1.0576%,0.8345%,,,
$28.52,0.3245%,0.0009%,0.0073%,0.3015%,0.8562%,,,
$28.57,0.1619%,0.0002%,0.0067%,0.1389%,0.8166%,,,
$28.57,0.0323%,0.0000%,0.0060%,0.0094%,0.7755%,,,
$28.60,0.0969%,0.0001%,0.0054%,0.0740%,0.7361%,,,
$28.62,0.0646%,0.0000%,0.0049%,0.0416%,0.6999%,,,
$28.66,0.1290%,0.0001%,0.0044%,0.1061%,0.6661%,,,
$28.76,0.3540%,0.0011%,0.0040%,0.3310%,0.6354%,,,
$29.09,1.1498%,0.0127%,0.0038%,1.1269%,0.6149%,,,
$28.93,-0.5732%,0.0036%,0.0047%,0.5962%,0.6834%,,,
$28.99,0.2233%,0.0004%,0.0046%,0.2004%,0.6764%,,,
$29.13,0.4769%,0.0021%,0.0042%,0.4539%,0.6471%,,,
$29.02,-0.3813%,0.0016%,0.0040%,0.4043%,0.6329%,,,
$29.08,0.2226%,0.0004%,0.0038%,0.1997%,0.6168%,,,
$29.34,0.8855%,0.0074%,0.0035%,0.8626%,0.5923%,,,
$29.37,0.0944%,0.0001%,0.0039%,0.0715%,0.6264%,,,
$29.29,-0.2835%,0.0009%,0.0036%,0.3065%,0.5983%,,,
$29.31,0.0946%,0.0001%,0.0034%,0.0716%,0.5798%,,,
$29.33,0.0630%,0.0000%,0.0031%,0.0401%,0.5554%,,,
$29.30,-0.0945%,0.0001%,0.0028%,0.1175%,0.5326%,,,
$29.54,0.7850%,0.0058%,0.0026%,0.7621%,0.5127%,,,
$29.66,0.4370%,0.0017%,0.0030%,0.4140%,0.5469%,,,
$29.73,0.2178%,0.0004%,0.0029%,0.1948%,0.5401%,,,
$29.82,0.3103%,0.0008%,0.0027%,0.2873%,0.5219%,,,
$29.99,0.5561%,0.0028%,0.0026%,0.5331%,0.5095%,,,
$30.05,0.2154%,0.0004%,0.0027%,0.1925%,0.5174%,,,
$30.26,0.6740%,0.0042%,0.0025%,0.6511%,0.5011%,,,
$30.29,0.1221%,0.0001%,0.0027%,0.0991%,0.5231%,,,
$30.31,0.0610%,0.0000%,0.0025%,0.0380%,0.5037%,,,
$30.38,0.2131%,0.0004%,0.0024%,0.1901%,0.4851%,,,
$30.38,0.0000%,0.0000%,0.0022%,0.0230%,0.4717%,,,
$30.39,0.0304%,0.0000%,0.0021%,0.0075%,0.4557%,,,
$30.35,-0.1217%,0.0002%,0.0019%,0.1447%,0.4412%,,,
$30.31,-0.1218%,0.0002%,0.0019%,0.1448%,0.4302%,,,
$30.24,-0.2441%,0.0007%,0.0018%,0.2671%,0.4203%,,,
$30.09,-0.4747%,0.0025%,0.0017%,0.4977%,0.4173%,,,
$29.94,-0.5078%,0.0028%,0.0019%,0.5308%,0.4345%,,,
$30.18,0.7837%,0.0058%,0.0021%,0.7608%,0.4528%,,,
$30.20,0.0765%,0.0000%,0.0025%,0.0535%,0.4979%,,,
$30.18,-0.0612%,0.0001%,0.0023%,0.0842%,0.4799%,,,
$30.17,-0.0306%,0.0000%,0.0022%,0.0536%,0.4640%,,,
$30.27,0.3362%,0.0010%,0.0020%,0.3133%,0.4490%,,,
$30.39,0.3959%,0.0014%,0.0020%,0.3730%,0.4457%,,,
$30.45,0.1822%,0.0003%,0.0020%,0.1592%,0.4472%,,,
$30.46,0.0303%,0.0000%,0.0019%,0.0074%,0.4362%,,,
$30.60,0.4539%,0.0019%,0.0018%,0.4310%,0.4234%,,,
$30.62,0.0604%,0.0000%,0.0019%,0.0374%,0.4329%,,,
$30.59,-0.0906%,0.0001%,0.0018%,0.1135%,0.4205%,,,
$30.72,0.4219%,0.0016%,0.0017%,0.3990%,0.4106%,,,
$30.67,-0.1505%,0.0003%,0.0018%,0.1734%,0.4188%,,,
$30.79,0.3908%,0.0014%,0.0017%,0.3678%,0.4112%,,,
$30.66,-0.4209%,0.0020%,0.0017%,0.4439%,0.4166%,,,
$30.87,0.6607%,0.0041%,0.0018%,0.6377%,0.4283%,,,
$30.70,-0.5402%,0.0032%,0.0021%,0.5632%,0.4608%,,,
$30.94,0.7960%,0.0060%,0.0023%,0.7730%,0.4787%,,,
$30.47,-1.5434%,0.0245%,0.0027%,1.5663%,0.5206%,,,
$30.68,0.6990%,0.0046%,0.0049%,0.6760%,0.6973%,,,
$30.57,-0.3641%,0.0015%,0.0048%,0.3870%,0.6959%,,,
$30.48,-0.3044%,0.0011%,0.0045%,0.3274%,0.6730%,,,
$30.73,0.8198%,0.0063%,0.0042%,0.7968%,0.6490%,,,
$30.65,-0.2725%,0.0009%,0.0044%,0.2955%,0.6663%,,,
$30.77,0.3934%,0.0014%,0.0041%,0.3705%,0.6414%,,,
$30.67,-0.3328%,0.0013%,0.0039%,0.3558%,0.6225%,,,
$30.85,0.6043%,0.0034%,0.0037%,0.5813%,0.6044%,,,
$31.05,0.6305%,0.0037%,0.0037%,0.6076%,0.6051%,,,
$31.23,0.5968%,0.0033%,0.0037%,0.5739%,0.6082%,,,
$30.99,-0.7766%,0.0064%,0.0037%,0.7995%,0.6077%,,,
$31.22,0.7468%,0.0052%,0.0040%,0.7239%,0.6314%,,,
$31.21,-0.0298%,0.0000%,0.0041%,0.0527%,0.6429%,,,
$31.10,-0.3579%,0.0015%,0.0038%,0.3808%,0.6134%,,,
$31.12,0.0597%,0.0000%,0.0036%,0.0368%,0.5977%,,,
$31.07,-0.1793%,0.0004%,0.0033%,0.2023%,0.5715%,,,
$31.18,0.3583%,0.0011%,0.0030%,0.3353%,0.5509%,,,
$30.97,-0.6579%,0.0046%,0.0029%,0.6808%,0.5384%,,,
$30.94,-0.1201%,0.0002%,0.0031%,0.1431%,0.5583%,,,
$30.92,-0.0601%,0.0001%,0.0029%,0.0830%,0.5369%,,,
$30.98,0.2102%,0.0004%,0.0027%,0.1872%,0.5161%,,,
$31.05,0.2097%,0.0003%,0.0025%,0.1868%,0.4997%,,,
$30.95,-0.2997%,0.0010%,0.0024%,0.3227%,0.4848%,,,
$30.89,-0.2104%,0.0005%,0.0023%,0.2333%,0.4782%,,,
$31.07,0.5700%,0.0030%,0.0022%,0.5470%,0.4673%,,,
$30.96,-0.3296%,0.0012%,0.0023%,0.3525%,0.4825%,,,
$31.04,0.2398%,0.0005%,0.0023%,0.2168%,0.4782%,,,
$31.07,0.0898%,0.0000%,0.0022%,0.0668%,0.4665%,,,
$30.81,-0.8411%,0.0075%,0.0020%,0.8641%,0.4515%,,,
$30.86,0.1808%,0.0002%,0.0026%,0.1579%,0.5128%,,,
$31.03,0.5405%,0.0027%,0.0025%,0.5176%,0.4957%,,,
$30.89,-0.4503%,0.0022%,0.0025%,0.4732%,0.5039%,,,
$30.72,-0.5430%,0.0032%,0.0026%,0.5659%,0.5069%,,,
$30.92,0.6332%,0.0037%,0.0027%,0.6103%,0.5185%,,,
$30.54,-1.2400%,0.0160%,0.0028%,1.2630%,0.5332%,,,
$30.68,0.4857%,0.0021%,0.0042%,0.4628%,0.6446%,,,
$30.90,0.6941%,0.0045%,0.0040%,0.6712%,0.6313%,,,
$30.90,0.0000%,0.0000%,0.0041%,0.0230%,0.6374%,,,
$30.85,-0.1505%,0.0003%,0.0037%,0.1734%,0.6081%,,,
$30.95,0.3308%,0.0009%,0.0034%,0.3078%,0.5835%,,,
$30.94,-0.0300%,0.0000%,0.0032%,0.0530%,0.5664%,,,
$31.00,0.1800%,0.0002%,0.0029%,0.1570%,0.5428%,,,
$31.14,0.4486%,0.0018%,0.0027%,0.4257%,0.5231%,,,
$30.94,-0.6587%,0.0046%,0.0027%,0.6816%,0.5198%,,,
$31.02,0.2700%,0.0006%,0.0029%,0.2470%,0.5426%,,,
$31.00,-0.0599%,0.0001%,0.0028%,0.0829%,0.5263%,,,
$30.78,-0.7220%,0.0056%,0.0026%,0.7450%,0.5063%,,,
$30.60,-0.5753%,0.0036%,0.0029%,0.5983%,0.5394%,,,
$30.55,-0.1519%,0.0003%,0.0030%,0.1749%,0.5499%,,,
$30.49,-0.2131%,0.0006%,0.0028%,0.2361%,0.5302%,,,
$30.47,-0.0610%,0.0001%,0.0026%,0.0839%,0.5145%,,,
$30.42,-0.1832%,0.0004%,0.0025%,0.2061%,0.4955%,,,
$30.47,0.1832%,0.0003%,0.0023%,0.1602%,0.4818%,,,
$30.38,-0.3054%,0.0011%,0.0022%,0.3284%,0.4675%,,,
$30.29,-0.3064%,0.0011%,0.0021%,0.3293%,0.4632%,,,
$30.33,0.1533%,0.0002%,0.0021%,0.1304%,0.4595%,,,
$30.42,0.3059%,0.0008%,0.0020%,0.2829%,0.4464%,,,
$30.67,0.7910%,0.0059%,0.0019%,0.7680%,0.4414%,,,
$30.59,-0.2427%,0.0007%,0.0024%,0.2657%,0.4899%,,,
$30.71,0.3941%,0.0014%,0.0023%,0.3712%,0.4795%,,,
$30.73,0.0605%,0.0000%,0.0023%,0.0375%,0.4769%,,,
$30.71,-0.0605%,0.0001%,0.0021%,0.0835%,0.4606%,,,
$30.65,-0.2120%,0.0006%,0.0020%,0.2350%,0.4463%,,,
$30.61,-0.1069%,0.0002%,0.0019%,0.1298%,0.4387%,,,
$30.76,0.4573%,0.0019%,0.0018%,0.4343%,0.4275%,,,
$30.46,-0.9780%,0.0100%,0.0019%,1.0010%,0.4368%,,,
$30.56,0.3373%,0.0010%,0.0028%,0.3143%,0.5253%,,,
$30.40,-0.5217%,0.0030%,0.0026%,0.5447%,0.5141%,,,
$30.49,0.3072%,0.0008%,0.0027%,0.2842%,0.5226%,,,
$30.39,-0.3380%,0.0013%,0.0026%,0.3609%,0.5100%,,,
$30.30,-0.3083%,0.0011%,0.0025%,0.3312%,0.5033%,,,
$30.15,-0.4952%,0.0027%,0.0025%,0.5182%,0.4954%,,,
$29.50,-2.1641%,0.0478%,0.0025%,2.1871%,0.5037%,,,
$29.16,-1.1800%,0.0145%,0.0070%,1.2030%,0.8337%,,,
$29.31,0.5120%,0.0024%,0.0076%,0.4890%,0.8738%,,,
$29.28,-0.0958%,0.0001%,0.0071%,0.1188%,0.8414%,,,
$29.56,0.9539%,0.0087%,0.0064%,0.9309%,0.7982%,,,
$29.47,-0.2852%,0.0009%,0.0066%,0.3082%,0.8104%,,,
$29.23,-0.8286%,0.0073%,0.0060%,0.8515%,0.7744%,,,
$29.38,0.5107%,0.0024%,0.0061%,0.4877%,0.7811%,,,
$29.28,-0.3508%,0.0014%,0.0057%,0.3738%,0.7566%,,,
$29.02,-0.8986%,0.0085%,0.0053%,0.9216%,0.7278%,,,
$28.32,-2.4145%,0.0594%,0.0056%,2.4374%,0.7485%,,,
$28.33,0.0330%,0.0000%,0.0108%,0.0101%,1.0377%,,,
$28.25,-0.2976%,0.0010%,0.0096%,0.3205%,0.9804%,,,
$28.01,-0.8647%,0.0079%,0.0087%,0.8876%,0.9322%,,,
$28.33,1.1622%,0.0130%,0.0085%,1.1393%,0.9239%,,,
$28.57,0.8220%,0.0064%,0.0089%,0.7990%,0.9429%,,,
$28.76,0.6853%,0.0044%,0.0086%,0.6623%,0.9258%,,,
$28.78,0.0650%,0.0000%,0.0081%,0.0421%,0.8997%,,,
$28.90,0.4216%,0.0016%,0.0073%,0.3986%,0.8518%,,,
$29.08,0.6130%,0.0035%,0.0067%,0.5900%,0.8165%,,,
$29.21,0.4493%,0.0018%,0.0063%,0.4263%,0.7955%,,,
$29.15,-0.2244%,0.0006%,0.0059%,0.2474%,0.7662%,,,
$29.02,-0.4181%,0.0019%,0.0054%,0.4410%,0.7315%,,,
$28.81,-0.7440%,0.0059%,0.0050%,0.7669%,0.7086%,,,
$28.75,-0.1950%,0.0005%,0.0051%,0.2180%,0.7147%,,,
$28.76,0.0325%,0.0000%,0.0047%,0.0096%,0.6830%,,,
$28.78,0.0650%,0.0000%,0.0042%,0.0421%,0.6503%,,,
$28.80,0.0650%,0.0000%,0.0038%,0.0420%,0.6202%,,,
$28.68,-0.4231%,0.0020%,0.0035%,0.4461%,0.5923%,,,
$28.29,-1.3793%,0.0197%,0.0034%,1.4023%,0.5831%,,,
$28.73,1.5423%,0.0231%,0.0050%,1.5193%,0.7073%,,,
$28.73,0.0000%,0.0000%,0.0067%,0.0230%,0.8214%,,,
$28.50,-0.7846%,0.0065%,0.0061%,0.8075%,0.7788%,,,
$28.54,0.1312%,0.0001%,0.0061%,0.1082%,0.7804%,,,
$28.40,-0.4929%,0.0027%,0.0055%,0.5158%,0.7414%,,,
$28.81,1.4389%,0.0200%,0.0052%,1.4159%,0.7224%,,,
$28.89,0.2918%,0.0007%,0.0066%,0.2688%,0.8151%,,,
$28.93,0.1294%,0.0001%,0.0060%,0.1065%,0.7774%,,,
$29.02,0.3228%,0.0009%,0.0055%,0.2998%,0.7387%,,,
$28.63,-1.3628%,0.0192%,0.0050%,1.3857%,0.7080%,,,
$28.89,0.9106%,0.0079%,0.0064%,0.8876%,0.7989%,,,
$28.37,-1.8295%,0.0343%,0.0065%,1.8525%,0.8063%,,,
$28.17,-0.6948%,0.0052%,0.0091%,0.7177%,0.9564%,,,
$28.07,-0.3659%,0.0015%,0.0087%,0.3888%,0.9315%,,,
$27.92,-0.5346%,0.0031%,0.0079%,0.5575%,0.8895%,,,
$28.12,0.7011%,0.0046%,0.0074%,0.6781%,0.8598%,,,
$28.05,-0.2331%,0.0007%,0.0071%,0.2561%,0.8412%,,,
$27.78,-0.9717%,0.0099%,0.0064%,0.9946%,0.8012%,,,
$27.33,-1.6294%,0.0273%,0.0067%,1.6523%,0.8202%,,,
$27.46,0.4780%,0.0021%,0.0087%,0.4550%,0.9312%,,,
$27.20,-0.9583%,0.0096%,0.0080%,0.9812%,0.8923%,,,
$26.93,-1.0023%,0.0105%,0.0081%,1.0252%,0.8979%,,,
$26.56,-1.3991%,0.0202%,0.0082%,1.4221%,0.9075%,,,
$26.28,-1.0267%,0.0110%,0.0093%,1.0497%,0.9655%,,,
$27.02,2.7726%,0.0756%,0.0094%,2.7496%,0.9693%,,,
$27.13,0.4071%,0.0015%,0.0157%,0.3841%,1.2518%,,,
$27.34,0.7610%,0.0054%,0.0141%,0.7380%,1.1865%,,,
$27.38,0.1377%,0.0001%,0.0131%,0.1148%,1.1425%,,,
$27.12,-0.9335%,0.0091%,0.0116%,0.9564%,1.0789%,,,
$27.63,1.8583%,0.0337%,0.0113%,1.8353%,1.0612%,,,
$27.69,0.2044%,0.0003%,0.0133%,0.1814%,1.1526%,,,
$27.89,0.7120%,0.0047%,0.0119%,0.6890%,1.0892%,,,
$28.27,1.3756%,0.0183%,0.0110%,1.3527%,1.0504%,,,
$28.45,0.6311%,0.0037%,0.0116%,0.6082%,1.0773%,,,
$28.52,0.2315%,0.0004%,0.0107%,0.2086%,1.0347%,,,
$28.59,0.2639%,0.0006%,0.0096%,0.2410%,0.9797%,,,
$28.74,0.5258%,0.0025%,0.0086%,0.5028%,0.9293%,,,
$28.85,0.3599%,0.0011%,0.0080%,0.3369%,0.8930%,,,
$29.05,0.6835%,0.0044%,0.0073%,0.6605%,0.8519%,,,
$29.23,0.6466%,0.0039%,0.0069%,0.6237%,0.8327%,,,
$29.27,0.1288%,0.0001%,0.0066%,0.1059%,0.8127%,,,
$29.05,-0.7754%,0.0064%,0.0059%,0.7984%,0.7713%,,,
$29.04,-0.0324%,0.0000%,0.0060%,0.0554%,0.7730%,,,
$29.20,0.5501%,0.0028%,0.0054%,0.5271%,0.7340%,,,
$29.34,0.4829%,0.0021%,0.0051%,0.4599%,0.7164%,,,
$29.35,0.0321%,0.0000%,0.0048%,0.0092%,0.6960%,,,
$29.58,0.7994%,0.0060%,0.0044%,0.7764%,0.6624%,,,
$29.59,0.0319%,0.0000%,0.0046%,0.0089%,0.6755%,,,
$29.71,0.4130%,0.0015%,0.0041%,0.3901%,0.6434%,,,
$29.61,-0.3494%,0.0014%,0.0039%,0.3723%,0.6254%,,,
$29.80,0.6343%,0.0037%,0.0037%,0.6114%,0.6080%,,,
$29.97,0.5675%,0.0030%,0.0037%,0.5445%,0.6111%,,,
$30.00,0.0943%,0.0001%,0.0037%,0.0713%,0.6077%,,,
$29.97,-0.0943%,0.0001%,0.0034%,0.1172%,0.5811%,,,
$29.81,-0.5358%,0.0031%,0.0031%,0.5588%,0.5573%,,,
$29.70,-0.3800%,0.0016%,0.0032%,0.4029%,0.5616%,,,
$29.84,0.4748%,0.0020%,0.0031%,0.4518%,0.5524%,,,
$29.83,-0.0316%,0.0000%,0.0030%,0.0545%,0.5479%,,,
$29.99,0.5355%,0.0026%,0.0028%,0.5126%,0.5258%,,,
$30.28,0.9692%,0.0090%,0.0028%,0.9463%,0.5297%,,,
$30.44,0.5275%,0.0025%,0.0034%,0.5046%,0.5873%,,,
$30.64,0.6479%,0.0039%,0.0034%,0.6249%,0.5832%,,,
$30.61,-0.0923%,0.0001%,0.0035%,0.1153%,0.5907%,,,
$30.61,0.0000%,0.0000%,0.0032%,0.0230%,0.5661%,,,
$30.69,0.2459%,0.0005%,0.0029%,0.2230%,0.5424%,,,
$30.71,0.0921%,0.0000%,0.0028%,0.0691%,0.5250%,,,
$30.74,0.0920%,0.0000%,0.0025%,0.0690%,0.5050%,,,
$30.58,-0.5224%,0.0030%,0.0024%,0.5453%,0.4866%,,,
$30.72,0.4610%,0.0019%,0.0025%,0.4381%,0.4989%,,,
$30.67,-0.1842%,0.0004%,0.0025%,0.2071%,0.4994%,,,
$30.78,0.3680%,0.0012%,0.0024%,0.3450%,0.4853%,,,
$30.77,-0.0306%,0.0000%,0.0023%,0.0536%,0.4802%,,,
$30.69,-0.2452%,0.0007%,0.0022%,0.2682%,0.4637%,,,
$30.59,-0.3382%,0.0013%,0.0021%,0.3612%,0.4561%,,,
$30.80,0.6753%,0.0043%,0.0021%,0.6523%,0.4555%,,,
$30.84,0.1223%,0.0001%,0.0024%,0.0993%,0.4851%,,,
$30.88,0.1526%,0.0002%,0.0022%,0.1297%,0.4689%,,,
$30.76,-0.3974%,0.0018%,0.0021%,0.4203%,0.4550%,,,
$30.86,0.3363%,0.0010%,0.0021%,0.3134%,0.4593%,,,
$31.06,0.6390%,0.0038%,0.0021%,0.6160%,0.4549%,,,
$30.97,-0.3038%,0.0011%,0.0023%,0.3267%,0.4800%,,,
$30.94,-0.0913%,0.0001%,0.0022%,0.1143%,0.4743%,,,
$31.09,0.4860%,0.0021%,0.0021%,0.4631%,0.4594%,,,
$30.76,-1.0663%,0.0119%,0.0022%,1.0892%,0.4671%,,,
$30.71,-0.1533%,0.0003%,0.0032%,0.1762%,0.5638%,,,
$30.89,0.5812%,0.0031%,0.0029%,0.5582%,0.5430%,,,
$30.81,-0.2749%,0.0009%,0.0030%,0.2978%,0.5490%,,,
$30.92,0.3663%,0.0012%,0.0029%,0.3434%,0.5346%,,,
$30.81,-0.3721%,0.0016%,0.0027%,0.3950%,0.5242%,,,
$31.07,0.8589%,0.0070%,0.0027%,0.8359%,0.5185%,,,
$31.13,0.1831%,0.0003%,0.0032%,0.1601%,0.5619%,,,
$31.15,0.0762%,0.0000%,0.0029%,0.0532%,0.5407%,,,
$31.23,0.2586%,0.0006%,0.0027%,0.2357%,0.5192%,,,
$31.38,0.4548%,0.0019%,0.0025%,0.4318%,0.5045%,,,
$31.42,0.1511%,0.0002%,0.0025%,0.1282%,0.5038%,,,
$31.30,-0.3934%,0.0017%,0.0024%,0.4164%,0.4867%,,,
$31.41,0.3632%,0.0012%,0.0024%,0.3402%,0.4868%,,,
$31.46,0.1510%,0.0002%,0.0023%,0.1280%,0.4812%,,,
$31.59,0.4214%,0.0016%,0.0022%,0.3985%,0.4661%,,,
$31.67,0.2400%,0.0005%,0.0022%,0.2171%,0.4672%,,,
$31.67,0.0000%,0.0000%,0.0021%,0.0230%,0.4566%,,,
$31.75,0.2394%,0.0005%,0.0020%,0.2165%,0.4420%,,,
$31.84,0.2985%,0.0008%,0.0019%,0.2756%,0.4339%,,,
$31.81,-0.0894%,0.0001%,0.0018%,0.1124%,0.4298%,,,
